Tiếng Việt,Tiếng BaNa
"Trong quá trình thực hiện, Kế hoạch này được tiếp tục điều chỉnh, bổ sung để phù hợp với tình hình thực tế của tỉnh./.","Lôêm jônang pôm, glong pônhroh anu ñei ling lang tôplih, tôguêm söê trô troê adriêng tôdrong thöêk teâÊ ñôêng tinh./."
"Quyết định ban hành Kế hoạch phổ biến, giáo dục pháp luật; hòa giải ở cơ sở; xây dựng cấp xã đạt chuẩn tiếp cận pháp luật năm 2020 trên địa bàn tỉnh Bình Định","KueâÊt ñinh aên leêch Glong pônhroh pôtho khan, giaêo yuêk phap luaât; hoa giai kô sô; tôjung pôm kôêp xa ñat chuaân tieâp kaân phap luaât sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt lôêm tôring tinh ‘Binh Ñinh"
"Căn cứ Luật Phổ biến, giáo dục pháp luật ngày 20/6/2012;"," Kaên köê Luaât poât khan, giaêo yuêk phap luaât naêr baêl jit khei drôu sônaêm baêl ôbôu khoâng hrieâng minh jit baêl;"
Căn cứ Luật Hòa giải ở cơ sở ngày 20/6/2013;, Kaên köê Luaât Hoa giai oei kô sô ‘naêr ‘baêl jiêt kheêi drôêu sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt peâng;
"Căn cứ Quyết định số 619/QĐ-TTg ngày 08/5/2017 của Thủ tướng Chính phủ ban hành Quy định về xây dựng xã, phường, thị trấn đạt chuẩn tiếp cận pháp luật;"," Kaên köê KueâÊt ñinh ksoâÊ drôêu minh tôxiênh/QÑ-TTg ‘naêr tôhngam kheêi pôñaêm sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh ñôêng Thu töông kôpal teh ñak aên leêch Quy ñinh lôêm tôjung pôm xa, phöông, thi traân ñat chuaân tieâp kaân phap luaât;"
"Căn cứ Quyết định số 3195/QĐ-BTP ngày 30/12/2019 của Bộ trưởng Bộ Tư pháp ban hành Kế hoạch công tác phổ biến, giáo dục pháp luật;"," Kaên köê KueâÊt ñinh ksoâÊ peâng minh tôxiênh pôñaêm/QÑ-BTP ‘naêr peâng jiêt kheêi minh jiêt ‘baêl sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh ñôêng ‘Boâ tröông ‘Boâ Tö phap aên leêch glong pônhroh tôdrong pôtho khan, giaêo yuêk phap luaât;"
Hòa giải ở cơ sở; xây dựng cấp xã đạt chuẩn tiếp cận pháp luật năm 2020;, Hoa giai oei kô sô; tôjung pôm kôêp xa ñat chuaân tieâÊp kaân phap luaât sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt;
Căn cứ Quyết định số 3569/QĐ-UBND ngày 27/9/2017 của UBND tỉnh , Kaên köê KueâÊt ñinh ksoâÊ peâng pôñaêm drôêu tôxiênh/QÑ-UBND ‘naêr ‘baêl jiêt tôpôêh kheêi tôxiênh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh ñôêng UBND tinh
"Ban hành Kế hoạch thực hiện Chương trình phổ biến, giáo dục pháp luật giai đoạn 2017 - 2021 trên địa bàn tỉnh Bình Định;","AÊn leêch glong pônhroh pôm tôdrong pôtho khan, giaêo yuêk phap luaât jônang ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh – ‘baêl ôbôêu khoâng hieâng ‘baêl jiêt minh lôêm tôring tinh ‘Binh Ñinh;"
Xét đề nghị của Giám đốc Sở Tư pháp tại Tờ trình số 01/TTr-STP ngày 06/01/2020, Xeêt pôtho khan ñôêng Giam ñoâk Sô Tö phap lôêm Tô trinh ksoâÊ khoâng minh/TTr-STT ‘naêr drôêu kheêi minh sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt
"Điều 1. Ban hành kèm theo Quyết định này Kế hoạch phổ biến, giáo dục pháp luật;"," Ñieâu minh. AÊn leêch pôteêp adriêng KueâÊt ñinh anu Glong pônhroh pôtho khan, giaêo yuêk phap luaât;"
Hòa giải ở cơ sở; xây dựng cấp xã đạt chuẩn tiếp cận pháp luật năm 2020 trên địa bàn tỉnh Bình Định., Hoa giai oei kô sô; tôjung pôm kôêp xa ñat chuaân tieâÊp kaân phap luaât sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt lôêm tôring tinh ‘Binh Ñinh
"Điều 2. Chánh Văn phòng UBND tỉnh, Giám đốc Sở Tư pháp; Thủ trưởng các sở, ban, ngành của tỉnh; "," Ñieâu ‘baêl. Chaênh Vaên phong UBND tinh, Giam ñoâk Sô Tö phap; pôgôl rim sô, ‘ban, nganh ñôêng tinh;"
"Chủ tịch UBND các huyện, thị xã, thành phố và các cơ quan, tổ chức có liên quan chịu trách nhiệm thi hành Quyết định này kể từ ngày ký./."," Chu tich UBND rim hueân, thi xa, thanh phoâÊ oeêng rim kô kuan, toâ chöêk ôêi lieân kuan chiu trach nhieâm pôm KueâÊt ñinh anu khan ñôêng ‘naêr kyê./."
"Phổ biến, giáo dục pháp luật; hòa giải ở cơ sở; xây dựng cấp xã đạt chuẩn tiếp cận pháp luật năm 2020 trên địa bàn tỉnh Bình Định","Pôtho khan, giaêo yuêk phap luaât; hoa giai oei kô sô; tôjung pôm kôêp xa ñat chuaân tieâÊp kaân phap luaât sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt lôêm tôring tinh ‘Binh Ñinh"
(Ban hành kèm theo Quyết định số 121/QĐ-UBND ngày 10/01/2020 của UBND tỉnh Bình Định), (AÊn leêch pôteêp adriêng KueâÊt ñinh ksoâÊ minh ‘baêl minh/QÑ-UBND ‘naêr minh jiêt kheêi minh sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt ñôêng UBND tinh ‘Binh Ñinh)
"Thực hiện có chất lượng, hiệu quả công tác phổ biến, giáo dục pháp luật (PBGDPL), hòa giải ở cơ sở, xây dựng cấp xã đạt chuẩn tiếp cận pháp luật"," Pôm ôêi tôdrong thu ‘yoêk ñei, thu ‘yoêk tôdrong pôtho khan, giaêo yuêk phap luaât (PBGDPL), hoa giai oei kô sô, tôjung pôm kôêp xa ñat chuaân tieÊâp kaân phap luaât"
Theo Chỉ thị số 32-CT/TW ngày 09/12/2003 của Ban Bí thư Trung ương Đảng về tăng cường sự lãnh đạo của Đảng trong công tác PBGDPL,"‘Boi Chi thi ksoâÊ peâng jiêt ‘baêl-CT/TW ‘naêr tôxiênh kheêi minh jiêt ‘baêl sônaêm ‘baêl ôbôêu khoâng hrieâng le peâng ñôêng ‘Ban ‘Biê thö Trung öông Ñang lôêm kjung tôdrong pôgôl ñôêng Ñang lôêm tôdrong pôtho khan, giaêo yuêk phap luaât"
"Nâng cao ý thức chấp hành pháp luật của cán bộ, Nhân dân (sau đây gọi là Chỉ thị số 32-CT/TW);"," Poâk xuoân tôdrong baêt chôêp hanh phap luaât ñôêng kang ‘boâ, kon tôring (ñôêng roêng ôêu krao la Chi thi ksoÊâ peâng jiêt ‘baêl-CT/TW);"
Kết luận số 04-KL/TW ngày 19/4/2011 của Ban Chấp hành Trung ương Đảng về kết quả thực hiện Chỉ thị số 32-CT/TW;, KeâÊt luaân ksoâÊ khoâng puoân-KL/TW ‘naêr minh jiêt tôxiênh kheêi puoân sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt minh ñôêng Khul chôêp hanh Trung öông Ñang lôêm thu ‘yoêk pôm Chi thi ksoâÊ peâng jiêt ‘baêl-CT/TW;
"Chỉ thị mới thay thế Chỉ thị số 32-CT/TW (sau khi được ban hành), Luật PBGDPL, Luật Tiếp cận thông tin, Luật Hòa giải ở cơ sở và các văn bản hướng dẫn thi hành;"," Chi thi anao tôplih Chi thi ksoâÊ peâng jiêt ‘baêl-CT/TW (ñôêng roêng jônang ñeêi aên leêch), Luaât pôtho khan, giaêo yuêk phap luaât, Luaât tieâÊp kaân thoâng tin, Luaât Hoa giai oei kô sô oeêng rim vaên ‘ban pôtho khan pôm;"
"Các văn bản của Trung ương, của tỉnh về PBGDPL, hòa giải ở cơ sở;"," Rim vaên ‘ban ñôêng Trung öông, ñông tinh lôêm pôtho khan, giaêo yuêk phap luaât, hoa giai oei kô sô;"
Xây dựng cấp xã đạt chuẩn tiếp cận pháp luật; các Điều ước quốc tế về nhân quyền mà Việt Nam là thành viên và nhiệm vụ trọng tâm công tác tư pháp năm 2020., Tôjung pôm kôêp xa ñat chuaân tieâÊp kaân phap luaât; rim Ñieâu öôêk kuoâc teâÊ lôêm nhaân kueân maê Vieât Nam la thanh vieân oeêng nhieâm vu pôgloh tôdrong tö phap sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt.
"Tăng cường hiệu quả công tác quản lý nhà nước về PBGDPL, hòa giải ở cơ sở, xây dựng cấp xã đạt chuẩn tiếp cận pháp luật; "," Kjung thu ‘yoêk tôdrong ngoê hnheêi kôpal lôêm pôtho khan, giaêo yuêk phap luaât, hoa giai oei kô sô, tôjung pôm kôêp xa ñat chuaân tieâÊp kaân phap luaât;"
"nhân rộng các mô hình, cách làm mới có hiệu quả;"," Pôloêk saê rim moâ hinh, kô kach pôm anao ôêi thu ‘yoêk;"
"Nâng cao trách nhiệm tự học tập, tìm hiểu pháp luật của công dân gắn với giáo dục tư tưởng chính trị, đạo đức lối sống của cán bộ, công chức, đảng viên "," Poâk xuoân trach nhieâm kôdih hoêk tôêp, chaê baêt phap luaât ñôêng naê ma pôteêp adriêng giaêo yuêk nöih sôngöm chinh tri, ñao ñöêk, tôdrong yaêl arih ñôêng kang ‘boâ, koâng chöêk, ñang vieân"
Nhằm tạo chuyển biến căn bản trong ý thức tuân thủ và chấp hành pháp luật trong xã hội., Söê pôm tôplih kaên ‘ban lôêm nöih sôngöêm tuaân thu oeêng pôm trô troê phap luaât lôêm xa hoâi
"Quán triệt, thực hiện đầy đủ quan điểm, chủ trương của Đảng, pháp luật của Nhà nước về PBGDPL, hòa giải ở cơ sở, xây dựng cấp xã đạt chuẩn tiếp cận pháp luật;","Kuaên trieât, pôm duh rim tôdrong ñôêng Ñang, phap luaât ñôêng kôpal lôêm pôtho khan giaêo yuêk phap luaât, hoa giai oei kô sô, tôjung pôm kôêp xa ñat chuaân tieâÊp kaân phap luaât;"
"Bám sát nhiệm vụ được giao trong Luật PBGDPL, Luật Hòa giải ở cơ sở, các Nghị quyết của Quốc hội, Quyết định số 619/QĐ-TTg ngày 08/5/2017 của Thủ tướng Chính phủ "," Oei jeâÊ tôdrong ñei pôjao lôêm Luaât pôtho khan giaêo yuêk phap luaât, Luaât hoa giai oei kô sô, rim Nghi kueâÊt ñôêng Kuoâc hoâi, KueâÊt ñinh ksoâÊ drôêu minh tôxiênh/QÑ-TTg ‘naêr tôhngam kheêi pôñaêm sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh ñôêngThu töông kôpal teh ñak"
"ban hành Quy định về xây dựng xã, phường, thị trấn đạt chuẩn tiếp cận pháp luật (Quyết định số 619/QĐ-TTg); ","AÊn leêch Quy ñinh lôêm tôjung pôm xa, phöông, thi traân ñat chuaân tieâÊp kaân phap luaât (KueâÊt ñinh ksoâÊ drôêu minh tôxiênh/QÑ-TTg);"
"Chỉ đạo, điều hành của Chính phủ, Thủ tướng Chính phủ và của tỉnh, gắn với nhiệm vụ chính trị, công tác xây dựng, thi hành và bảo vệ pháp luật thuộc trách nhiệm của cơ quan, đơn vị, địa phương."," Pôgôl ñôêng kôpal teh ñak, Thu töông kôpal teh ñak oeêng ñôêng tinh, pôteêp adriêng tôdrong chinh tri, tôdrong tôjung pôm, thi hanh oeêng jö veêi phap luaât oei lôêm kôbraê trach nhieâm ñôêng kô kuan, ñôn vi, cham pôlei."
Đề cao trách nhiệm người đứng đầu trong công tác PBGDPL;, Poâk xuoân trach nhieâm bôngai pôgôl lôêm tôdrong pôtho khan giaêo yuêk phap luaât;
"Phát huy vai trò tham mưu, tư vấn của Hội đồng Phối hợp PBGDPL cấp tỉnh, cấp huyện, cơ quan thường trực Hội đồng, tổ chức, đơn vị được giao nhiệm vụ PBGDPL;"," Phat huy tôdrong pôñam ‘bôl ñon, pôtho khan ñôêng Hoâi ñoâng adriêng pôtho khan giaêo yuêk phap luaât kôêp tinh, kôêp hueân, kô kuan thöông tröêk Hoâi ñoâng, toâ chöêk, ñôn vi ñeêi pôjao tôdrong pôtho khan giaêo yuêk phap luaât;"
"Nâng cao hiệu quả công tác phối hợp, bảo đảm sự phối hợp, kết nối, lồng ghép các hoạt động PBGDPL."," Poâk xuoân thu ‘yoêk tôdrong adriêng, tômaên tôl tôdrong adriêng keâÊt noâÊi, pôteêp adriêng rim tôdrong pôtho khan giaêo yuêk phap luaât."
"Phù hợp với từng nhóm đối tượng, địa bàn, lĩnh vực và nhu cầu xã hội, bảo đảm có trọng tâm, trọng điểm, thiết thực, chất lượng, hiệu quả, hướng về cơ sở; "," Trô troê adriêng rim kôtuêm ñoâÊi töông, ñia ‘ban, linh vöêk oeêng tôdrong kô waê ñôêng xa hoâi, tômaên tôl ôêi trong taâm, trong ñieâm, tôpaê, tôdrong thu ‘yoêk ñei, thu ‘yoêk, höôêng söt kô sô;"
Tăng cường ứng dụng công nghệ thông tin;, Kjung tôjung pôm Koâng ngheâ thoâng tin;
"Đa dạng hóa, huy động, sử dụng có hiệu quả các nguồn lực xã hội tham gia công tác PBGDPL, hòa giải ở cơ sở, xây dựng cấp xã đạt chuẩn tiếp cận pháp luật."," Ña dang hoêa, krao akoêm, chaê yuoâ ôêi thu ‘yoêk rim nguoân löêk xa hoâi adriêng pôm tôdrong pôtho khan giaêo yuêk phap luaât, hoa giai oei kô sô, tôjung pôm kôêp xa ñat chuaân tieâÊp kaân phap luaât."
Các hoạt động và nhiệm vụ cụ thể, Rim tôdrong pôm oeêng tôdrong pôm kuê theâ
"Tăng cường chỉ đạo, hướng dẫn nghiệp vụ, sơ kết, tổng kết, kiểm tra về công tác PBGDPL, hòa giải ở cơ sở, xây dựng cấp xã đạt chuẩn tiếp cận pháp luật"," Kjung pôgôl, pôtho khan nghieâp vuê, sô keât, toâng keât, ngoê hnheêi lôêm tôdrong pôtho khan giaêo yuêk phap luaât, hoa giai oei kô sô, tôjung pôm kôêp xa ñat chuaân tieâÊp kaân phap luaât"
"Xây dựng Kế hoạch, văn bản triển khai thực hiện Chỉ thị của Ban Bí thư "," Tôjung pôm glong pônhroh, vaên ‘ban pônhroh pôm Chi thi ñôêng ‘Ban ‘Biê thö"
"Về tăng cường sự lãnh đạo của Đảng trong công tác PBGDPL, đáp ứng yêu cầu phát triển của đất nước trong tình hình mới (thay thế Chỉ thị số 32-CT/TW)"," Lôêm kjung tôdrong pôgôl ñôêng Ñang lôêm tôdrong pôtho khan giaêo yuêk phap luaât, tôguêm tôdrong pôjing ñôêng teh ñak lôêm tôdrong anao (tôplih Chi thi ksoâÊ peâng jiêt ‘baêl-CT/TW)"
Cơ quan tham mưu thực hiện: Sở Tư pháp., Kô kuan pôñam ‘bôl ñon pôm: Sô Tö phap.
"Cơ quan phối hợp: Các sở, ban, ngành của tỉnh; cơ quan Trung ương trên địa bàn tỉnh;"," Kô kuan adriêng pôm: Rim sô, ‘ban, nganh ñôêng tinh; kô kuan Trung öông lôêm tôring tinh;"
"Ủy ban Mặt trận Tổ quốc Việt Nam tỉnh và hội, đoàn thể tỉnh; "," UBMTTQVN tinh oeêng hoâi, ñoan theâ tinh;"
"UBND các huyện, thị xã, thành phố thực hiện theo trách nhiệm và phạm vi quản lý."," UBND rim hueân, thi xa, thanh phoâ pôm ‘boi trach nhieâm oeêng pham vi ngoê hnheêi"
"Thời gian thực hiện: Theo Kế hoạch, hướng dẫn của Trung ương."," Jônang pôm: ‘Boi glong pônhroh, pôtho khan ñôêng Trung öông"
"Tham gia góp ý, đề xuất sửa đổi, bổ sung các văn bản quy phạm pháp luật về PBGDPL, Luật Hòa giải ở cơ sở, Quyết định số 619/QĐ-TTg, Thông tư số 07/2017/TT-BTP"," Adriêng pôm pôgoêp yê, pôtho khan tôplih, tôguêm rim vaên ‘ban quy pham phap luaât lôêm pôtho khan giaêo yuêk phap luaât, Luaât hoa giai oei kô sô, KueâÊt ñinh ksoâÊ drôêu minh tôxiênh/QÑ-TTg, Thoâng tö ksoâÊ khoâng tôpôêh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh/TT-BTP"
Cơ quan tham mưu thực hiện: Sở Tư pháp., Kô kuan pôñam ‘bôl ñon pôm: Sô Tö phap.
"Cơ quan phối hợp: Các sở, ban, ngành của tỉnh; cơ quan Trung ương trên địa bàn tỉnh; "," Kô kuan adriêng pôm: Rim sô, ‘ban, nganh ñôêng tinh; kô kuan Trung öông lôêm tôring tinh;"
"Ủy ban Mặt trận Tổ quốc Việt Nam tỉnh và hội, đoàn thể tỉnh;"," UBMTTQVN tinh oeêng hoâi, ñoan theâ tinh;"
"Thời gian thực hiện: Theo Kế hoạch, yêu cầu của Trung ương."," Jônang pôm: ‘Boi glong pônhroh, yeâu kôêu ñôêng Trung öông"
"Chỉ đạo, hướng dẫn công tác PBGDPL, hòa giải ở cơ sở, xây dựng cấp xã đạt chuẩn tiếp cận pháp luật theo nhiệm vụ được giao"," Pôgôl, pôtho khan tôdrong pôtho khan giaêo yuêk phap luaât, hoa giai oei kô sô, tôjung pôm kôêp xa ñat chuaân tieâÊp kaân phap luaât ‘boi tôdrong ñeêi pôjao"
"Trong Chỉ thị số 32-CT/TW, Kết luận số 04-KL/TW, Chỉ thị mới thay thế Chỉ thị số 32-CT/TW "," Lôêm Chi thi ksoâÊ peâng jiêt ‘baêl-CT/TW, KeâÊt luaân ksoâÊ khoâng puoân-KL/TW, Chi thi anao tôplih Chi thi ksoâÊ peâng jiêt ‘baêl-CT/TW"
"(Sau khi được ban hành), Luật PBGDPL, Luật Hòa giải ở cơ sở và các văn bản hướng dẫn thi hành;"," (Ñôêng roêng ñeêi aên leêch), Luaât pôtho khan giaêo yuêk phap luaât, Luaât hoa giai oei kô sô oeêng rim vaên ‘ban pôtho khan pôm;"
"Quyết định số 619/QĐ-TTg, Quyết định số 14/2019/QĐ-TTg ngày 13/3/2019"," KueâÊt ñinh ksoâÊ drôêu minh tôxiênh/QÑ-TTg, KueâÊt ñinh ksoâÊ minh jiêt puoân sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh/QÑ-TTg ‘naêr minh jiêt peâng kheêi peâng sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh"
